vmpp,month,concession_bool
1258811000001109,2017-11-01,1
1258811000001109,2018-12-01,1
1258811000001109,2017-03-01,1
1258811000001109,2017-04-01,1
1258811000001109,2017-05-01,1
1258811000001109,2017-06-01,1
1258811000001109,2017-07-01,1
1258811000001109,2017-08-01,1
1258811000001109,2017-09-01,1
1258811000001109,2017-10-01,1
1258811000001109,2019-04-01,1
1258811000001109,2019-02-01,1
1258811000001109,2019-05-01,1
1258811000001109,2019-03-01,1
1258811000001109,2019-06-01,1
1258811000001109,2019-07-01,1
1258811000001109,2019-01-01,1
4364011000001100,2020-07-01,1
4364011000001100,2019-10-01,1
4364011000001100,2019-11-01,1
4364011000001100,2019-12-01,1
4364011000001100,2020-01-01,1
4364011000001100,2020-02-01,1
4364011000001100,2020-03-01,1
4364011000001100,2020-04-01,1
4364011000001100,2022-06-01,1
4364011000001100,2022-05-01,1
4364011000001100,2022-12-01,1
4364011000001100,2022-09-01,1
4364011000001100,2022-10-01,1
4364011000001100,2022-11-01,1
4364011000001100,2023-05-01,1
4364011000001100,2023-02-01,1
4364011000001100,2023-03-01,1
4364011000001100,2023-01-01,1
4364011000001100,2023-04-01,1
4364011000001100,2023-06-01,1
968611000001100,2018-07-01,1
968611000001100,2018-08-01,1
968611000001100,2018-09-01,1
968611000001100,2017-05-01,1
968611000001100,2017-06-01,1
968611000001100,2017-07-01,1
968611000001100,2017-08-01,1
968611000001100,2017-09-01,1
968611000001100,2017-10-01,1
1260811000001103,2018-07-01,1
1260811000001103,2018-08-01,1
1260811000001103,2017-12-01,1
1260811000001103,2017-06-01,1
1260811000001103,2017-07-01,1
1260811000001103,2017-08-01,1
1260811000001103,2017-09-01,1
1260811000001103,2017-10-01,1
1260811000001103,2017-11-01,1
3640311000001105,2016-12-01,1
3640311000001105,2017-01-01,1
3640311000001105,2017-03-01,1
3640311000001105,2017-04-01,1
3640311000001105,2017-05-01,1
3640311000001105,2017-06-01,1
3640311000001105,2017-07-01,1
3640311000001105,2017-08-01,1
3640311000001105,2017-09-01,1
3640311000001105,2017-10-01,1
3640311000001105,2017-11-01,1
3640311000001105,2019-03-01,1
3640311000001105,2022-12-01,1
3640311000001105,2023-04-01,1
3640311000001105,2023-08-01,1
3640311000001105,2023-05-01,1
3640311000001105,2023-01-01,1
3640311000001105,2023-09-01,1
3640311000001105,2023-02-01,1
3640311000001105,2023-06-01,1
3640311000001105,2023-03-01,1
3640311000001105,2023-07-01,1
7977811000001107,2018-06-01,1
7977811000001107,2018-04-01,1
7977811000001107,2018-05-01,1
7977811000001107,2015-01-01,1
7977811000001107,2015-02-01,1
7977811000001107,2015-03-01,1
7977811000001107,2015-04-01,1
7977811000001107,2015-05-01,1
7977811000001107,2015-06-01,1
7977811000001107,2021-04-01,1
7977811000001107,2021-05-01,1
7977811000001107,2021-07-01,1
7977811000001107,2021-08-01,1
7977811000001107,2021-06-01,1
7977811000001107,2021-02-01,1
7977811000001107,2021-03-01,1
1182911000001107,2016-07-01,1
1182911000001107,2016-08-01,1
1182911000001107,2016-09-01,1
1182911000001107,2016-10-01,1
1182911000001107,2016-11-01,1
1182911000001107,2016-12-01,1
1182911000001107,2017-01-01,1
1182911000001107,2017-02-01,1
1182911000001107,2017-03-01,1
1182911000001107,2022-11-01,1
1182911000001107,2022-12-01,1
1182911000001107,2022-09-01,1
1182911000001107,2022-10-01,1
974711000001108,2017-11-01,1
974711000001108,2017-12-01,1
974711000001108,2016-12-01,1
974711000001108,2017-01-01,1
974711000001108,2017-02-01,1
974711000001108,2017-03-01,1
974711000001108,2017-04-01,1
974711000001108,2017-05-01,1
974711000001108,2017-06-01,1
974711000001108,2017-07-01,1
974711000001108,2017-08-01,1
974711000001108,2017-09-01,1
974711000001108,2017-10-01,1
974711000001108,2022-12-01,1
974711000001108,2022-11-01,1
974711000001108,2023-04-01,1
974711000001108,2022-08-01,1
974711000001108,2022-09-01,1
974711000001108,2022-10-01,1
974711000001108,2023-08-01,1
974711000001108,2023-05-01,1
974711000001108,2023-02-01,1
974711000001108,2023-01-01,1
974711000001108,2023-09-01,1
974711000001108,2023-03-01,1
974711000001108,2023-06-01,1
974711000001108,2023-07-01,1
1021711000001102,2019-03-01,1
948711000001104,2021-04-01,1
948711000001104,2016-11-01,1
948711000001104,2016-12-01,1
948711000001104,2017-01-01,1
948711000001104,2017-02-01,1
948711000001104,2021-05-01,1
1274011000001105,2018-06-01,1
1274011000001105,2018-05-01,1
1274011000001105,2018-07-01,1
1274011000001105,2018-08-01,1
1274011000001105,2018-09-01,1
1274011000001105,2018-10-01,1
1274011000001105,2018-11-01,1
1274011000001105,2018-12-01,1
1274011000001105,2018-04-01,1
1187711000001107,2018-06-01,1
1187711000001107,2018-05-01,1
1187711000001107,2018-07-01,1
1187711000001107,2018-08-01,1
1187711000001107,2018-09-01,1
1187711000001107,2018-10-01,1
1187711000001107,2018-11-01,1
1187711000001107,2018-12-01,1
1187711000001107,2018-04-01,1
1187711000001107,2023-08-01,1
1187711000001107,2023-04-01,1
1187711000001107,2023-05-01,1
1187711000001107,2023-09-01,1
1187711000001107,2023-07-01,1
1187711000001107,2023-06-01,1
2850611000001102,2022-12-01,1
2850611000001102,2022-10-01,1
2850611000001102,2022-11-01,1
2850611000001102,2023-05-01,1
2850611000001102,2023-08-01,1
2850611000001102,2023-04-01,1
2850611000001102,2023-07-01,1
2850611000001102,2023-06-01,1
2850611000001102,2023-09-01,1
4382611000001101,2023-07-01,1
1064411000001101,2019-06-01,1
1064411000001101,2023-06-01,1
1064411000001101,2023-05-01,1
1296511000001102,2020-01-01,1
1296511000001102,2020-02-01,1
1296511000001102,2020-03-01,1
1296511000001102,2020-04-01,1
1296511000001102,2020-05-01,1
1296511000001102,2020-06-01,1
1296511000001102,2020-07-01,1
1296511000001102,2020-08-01,1
1296511000001102,2020-09-01,1
1296511000001102,2023-03-01,1
1296511000001102,2023-05-01,1
1296511000001102,2023-06-01,1
1296511000001102,2023-04-01,1
1296511000001102,2023-07-01,1
1296511000001102,2023-08-01,1
1072811000001102,2020-10-01,1
1072811000001102,2020-11-01,1
1072811000001102,2020-12-01,1
10563311000001103,2018-10-01,1
10563311000001103,2018-12-01,1
10563311000001103,2018-11-01,1
10563311000001103,2019-02-01,1
10563311000001103,2019-03-01,1
10563311000001103,2019-01-01,1
10563311000001103,2023-04-01,1
10563311000001103,2023-01-01,1
10563311000001103,2023-05-01,1
10563311000001103,2023-06-01,1
10563311000001103,2023-02-01,1
10563311000001103,2023-03-01,1
1276711000001103,2021-09-01,1
1276711000001103,2021-10-01,1
3822911000001104,2020-05-01,1
3822911000001104,2023-09-01,1
3822911000001104,2023-08-01,1
1060811000001109,2023-01-01,1
3382911000001109,2022-01-01,1
3382911000001109,2022-02-01,1
3382911000001109,2022-03-01,1
3382911000001109,2022-04-01,1
3382911000001109,2022-05-01,1
3382911000001109,2022-06-01,1
3382911000001109,2023-08-01,1
1308211000001109,2020-10-01,1
1308211000001109,2020-11-01,1
1308211000001109,2020-12-01,1
1308211000001109,2021-01-01,1
1308211000001109,2021-02-01,1
1308211000001109,2021-03-01,1
1098711000001101,2022-11-01,1
1098711000001101,2022-12-01,1
1098711000001101,2022-09-01,1
1098711000001101,2022-10-01,1
1029311000001102,2022-04-01,1
1029311000001102,2022-05-01,1
10421411000001108,2016-07-01,1
10421411000001108,2016-08-01,1
10421411000001108,2016-09-01,1
10421411000001108,2016-10-01,1
10421411000001108,2016-11-01,1
10421411000001108,2016-12-01,1
10421411000001108,2021-12-01,1
10421411000001108,2022-01-01,1
10421411000001108,2022-02-01,1
10421411000001108,2022-03-01,1
10421411000001108,2022-04-01,1
10421411000001108,2022-05-01,1
10421411000001108,2022-06-01,1
10421411000001108,2023-05-01,1
10421411000001108,2023-08-01,1
10421411000001108,2023-09-01,1
10421411000001108,2023-06-01,1
10421411000001108,2023-04-01,1
10421411000001108,2023-03-01,1
10421411000001108,2023-07-01,1
1167111000001109,2022-12-01,1
1167111000001109,2022-11-01,1
1167111000001109,2023-04-01,1
1167111000001109,2022-08-01,1
1167111000001109,2023-03-01,1
1167111000001109,2022-09-01,1
1167111000001109,2022-10-01,1
1167111000001109,2023-08-01,1
1167111000001109,2023-05-01,1
1167111000001109,2023-02-01,1
1167111000001109,2023-01-01,1
1167111000001109,2023-09-01,1
1167111000001109,2023-06-01,1
1167111000001109,2023-07-01,1
1313611000001101,2018-01-01,1
1313611000001101,2017-12-01,1
1313611000001101,2018-02-01,1
1313611000001101,2017-07-01,1
1313611000001101,2017-08-01,1
1313611000001101,2017-09-01,1
1313611000001101,2017-10-01,1
1313611000001101,2017-11-01,1
1130711000001102,2022-01-01,1
1130711000001102,2022-02-01,1
1130711000001102,2022-03-01,1
1130711000001102,2022-12-01,1
1130711000001102,2023-02-01,1
1130711000001102,2022-08-01,1
1130711000001102,2022-09-01,1
1130711000001102,2022-10-01,1
1130711000001102,2022-11-01,1
1130711000001102,2023-01-01,1
1130711000001102,2023-09-01,1
1130711000001102,2023-04-01,1
1130711000001102,2023-03-01,1
1130711000001102,2023-06-01,1
1130711000001102,2023-05-01,1
1130711000001102,2023-07-01,1
1130711000001102,2023-08-01,1
1308711000001102,2015-01-01,1
1308711000001102,2015-02-01,1
1308711000001102,2015-03-01,1
1308711000001102,2015-04-01,1
1308711000001102,2015-05-01,1
1308711000001102,2015-06-01,1
1308711000001102,2021-04-01,1
1308711000001102,2021-05-01,1
1308711000001102,2021-07-01,1
1308711000001102,2021-08-01,1
1308711000001102,2021-06-01,1
1308711000001102,2021-02-01,1
1308711000001102,2021-03-01,1
1073511000001107,2023-04-01,1
1073511000001107,2023-03-01,1
3668811000001109,2021-04-01,1
3668811000001109,2021-02-01,1
3668811000001109,2021-03-01,1
3668811000001109,2023-07-01,1
3668811000001109,2023-05-01,1
3668811000001109,2023-06-01,1
3668811000001109,2023-08-01,1
1078311000001109,2020-03-01,1
1078311000001109,2020-04-01,1
1078311000001109,2022-01-01,1
1078311000001109,2022-02-01,1
1078311000001109,2022-03-01,1
1078311000001109,2022-04-01,1
1078311000001109,2022-05-01,1
1078311000001109,2022-06-01,1
1078311000001109,2022-12-01,1
1078311000001109,2022-07-01,1
1078311000001109,2023-02-01,1
1078311000001109,2022-08-01,1
1078311000001109,2022-09-01,1
1078311000001109,2022-10-01,1
1078311000001109,2022-11-01,1
1078311000001109,2023-03-01,1
1078311000001109,2023-01-01,1
1078311000001109,2023-05-01,1
1078311000001109,2023-04-01,1
1078311000001109,2023-06-01,1
1078311000001109,2023-07-01,1
1078311000001109,2023-08-01,1
1160611000001100,2023-07-01,1
1160611000001100,2023-05-01,1
1160611000001100,2023-06-01,1
1160611000001100,2023-08-01,1
10741811000001101,2022-01-01,1
10741811000001101,2022-02-01,1
10741811000001101,2022-03-01,1
10741811000001101,2022-12-01,1
10741811000001101,2022-10-01,1
10741811000001101,2022-11-01,1
10741811000001101,2023-03-01,1
10741811000001101,2023-02-01,1
10741811000001101,2023-01-01,1
10741811000001101,2023-04-01,1
1104311000001103,2019-05-01,1
1104311000001103,2019-06-01,1
1104311000001103,2022-11-01,1
1104311000001103,2022-12-01,1
1104311000001103,2023-02-01,1
1104311000001103,2023-03-01,1
1104311000001103,2023-01-01,1
959811000001103,2023-07-01,1
959811000001103,2023-09-01,1
959811000001103,2023-08-01,1
1224611000001104,2023-03-01,1
1224611000001104,2023-05-01,1
1224611000001104,2023-06-01,1
1224611000001104,2023-01-01,1
1224611000001104,2023-09-01,1
1224611000001104,2023-02-01,1
1224611000001104,2023-07-01,1
1224611000001104,2023-08-01,1
1224611000001104,2023-04-01,1
3379211000001101,2022-12-01,1
3379211000001101,2023-03-01,1
22664911000001104,2023-09-01,1
22664911000001104,2023-07-01,1
22664911000001104,2023-05-01,1
22664911000001104,2023-04-01,1
22664911000001104,2023-06-01,1
22664911000001104,2023-08-01,1
3220511000001104,2022-05-01,1
3220511000001104,2022-03-01,1
3220511000001104,2022-08-01,1
3220511000001104,2022-09-01,1
1107211000001104,2022-12-01,1
1107211000001104,2022-11-01,1
1107211000001104,2023-08-01,1
1107211000001104,2023-04-01,1
1107211000001104,2023-02-01,1
1107211000001104,2023-09-01,1
1107211000001104,2023-05-01,1
1107211000001104,2023-01-01,1
1107211000001104,2023-03-01,1
1107211000001104,2023-06-01,1
1107211000001104,2023-07-01,1
3385611000001107,2022-06-01,1
3385611000001107,2022-12-01,1
3385611000001107,2023-03-01,1
32422211000001107,2016-10-01,1
32422211000001107,2016-11-01,1
32422211000001107,2016-12-01,1
32422211000001107,2022-03-01,1
32422211000001107,2022-12-01,1
1310211000001108,2018-12-01,1
1310211000001108,2018-07-01,1
1310211000001108,2018-08-01,1
1310211000001108,2018-09-01,1
1310211000001108,2018-10-01,1
1310211000001108,2018-11-01,1
1310211000001108,2019-02-01,1
1310211000001108,2019-03-01,1
1310211000001108,2019-01-01,1
1310211000001108,2022-12-01,1
1310211000001108,2022-07-01,1
1310211000001108,2023-01-01,1
1310211000001108,2022-08-01,1
1310211000001108,2023-07-01,1
1310211000001108,2022-09-01,1
1310211000001108,2022-10-01,1
1310211000001108,2022-11-01,1
1310211000001108,2023-08-01,1
1310211000001108,2023-02-01,1
1310211000001108,2023-05-01,1
1310211000001108,2023-09-01,1
1310211000001108,2023-06-01,1
1310211000001108,2023-03-01,1
1310211000001108,2023-04-01,1
1073211000001109,2018-08-01,1
1073211000001109,2018-09-01,1
1073211000001109,2018-10-01,1
1073211000001109,2018-12-01,1
1073211000001109,2018-11-01,1
1073211000001109,2019-02-01,1
1073211000001109,2019-03-01,1
1073211000001109,2019-01-01,1
1147311000001101,2018-12-01,1
1147311000001101,2019-02-01,1
1147311000001101,2019-05-01,1
1147311000001101,2019-03-01,1
1147311000001101,2019-01-01,1
1261911000001101,2023-03-01,1
1247311000001103,2018-11-01,1
1247311000001103,2022-11-01,1
1247311000001103,2022-12-01,1
1247311000001103,2023-05-01,1
1247311000001103,2023-01-01,1
1247311000001103,2023-02-01,1
1247311000001103,2023-03-01,1
1247311000001103,2023-09-01,1
1247311000001103,2023-04-01,1
1077611000001103,2022-12-01,1
1077611000001103,2023-02-01,1
1077611000001103,2023-01-01,1
1077611000001103,2023-07-01,1
1077611000001103,2023-03-01,1
1077611000001103,2023-08-01,1
1052711000001108,2023-03-01,1
1255311000001109,2018-12-01,1
1255311000001109,2019-02-01,1
1255311000001109,2018-07-01,1
1255311000001109,2018-08-01,1
1255311000001109,2018-09-01,1
1255311000001109,2018-10-01,1
1255311000001109,2018-11-01,1
1255311000001109,2016-09-01,1
1255311000001109,2016-10-01,1
1255311000001109,2016-11-01,1
1255311000001109,2016-12-01,1
1255311000001109,2019-05-01,1
1255311000001109,2019-03-01,1
1255311000001109,2020-07-01,1
1255311000001109,2020-03-01,1
1255311000001109,2020-04-01,1
1255311000001109,2020-05-01,1
1255311000001109,2020-10-01,1
1255311000001109,2023-01-01,1
1255311000001109,2023-02-01,1
1037711000001109,2022-01-01,1
1037711000001109,2022-02-01,1
1037711000001109,2022-03-01,1
1037711000001109,2022-10-01,1
1037711000001109,2022-12-01,1
1037711000001109,2022-11-01,1
1037711000001109,2023-03-01,1
1037711000001109,2023-02-01,1
1037711000001109,2023-01-01,1
1037711000001109,2023-04-01,1
3667711000001102,2015-08-01,1
3667711000001102,2015-09-01,1
3667711000001102,2015-10-01,1
3667711000001102,2015-11-01,1
3667711000001102,2015-12-01,1
3667711000001102,2016-01-01,1
3667711000001102,2016-02-01,1
3667711000001102,2016-03-01,1
3667711000001102,2017-03-01,1
3667711000001102,2017-04-01,1
3667711000001102,2017-05-01,1
3667711000001102,2022-11-01,1
3667711000001102,2022-12-01,1
3667711000001102,2022-08-01,1
3667711000001102,2023-02-01,1
3667711000001102,2022-09-01,1
3667711000001102,2022-10-01,1
3667711000001102,2023-01-01,1
18093711000001102,2023-07-01,1
1074911000001103,2022-03-01,1
1074911000001103,2022-04-01,1
1074911000001103,2022-06-01,1
1074911000001103,2022-12-01,1
1074911000001103,2022-08-01,1
1074911000001103,2023-02-01,1
1074911000001103,2022-09-01,1
1074911000001103,2022-10-01,1
1074911000001103,2022-11-01,1
1074911000001103,2023-03-01,1
1074911000001103,2023-01-01,1
948611000001108,2020-06-01,1
948611000001108,2020-03-01,1
948611000001108,2020-04-01,1
948611000001108,2020-05-01,1
3832511000001108,2023-09-01,1
3832511000001108,2023-07-01,1
3832511000001108,2023-08-01,1
983611000001109,2023-07-01,1
957611000001107,2020-05-01,1
7637011000001100,2018-06-01,1
7637011000001100,2017-11-01,1
7637011000001100,2018-01-01,1
7637011000001100,2018-02-01,1
7637011000001100,2018-03-01,1
7637011000001100,2018-04-01,1
7637011000001100,2018-05-01,1
7637011000001100,2022-06-01,1
7637011000001100,2022-05-01,1
7637011000001100,2022-07-01,1
7637011000001100,2022-08-01,1
7637011000001100,2022-09-01,1
7637011000001100,2022-10-01,1
7637011000001100,2022-11-01,1
7637011000001100,2022-12-01,1
1102611000001100,2023-09-01,1
1102611000001100,2023-06-01,1
1102611000001100,2023-05-01,1
1102611000001100,2023-07-01,1
1102611000001100,2023-08-01,1
1191111000001100,2019-04-01,1
1191111000001100,2018-01-01,1
1191111000001100,2017-12-01,1
1191111000001100,2019-02-01,1
1191111000001100,2018-12-01,1
1191111000001100,2018-02-01,1
1191111000001100,2018-03-01,1
1191111000001100,2017-11-01,1
1191111000001100,2020-06-01,1
1191111000001100,2017-09-01,1
1191111000001100,2017-10-01,1
1191111000001100,2019-05-01,1
1191111000001100,2019-03-01,1
1191111000001100,2014-12-01,1
1191111000001100,2014-11-01,1
1191111000001100,2014-10-01,1
1191111000001100,2014-09-01,1
1191111000001100,2014-08-01,1
1191111000001100,2019-06-01,1
1191111000001100,2019-10-01,1
1191111000001100,2019-11-01,1
1191111000001100,2019-12-01,1
1191111000001100,2020-01-01,1
1191111000001100,2019-01-01,1
1191111000001100,2020-02-01,1
1191111000001100,2020-03-01,1
1191111000001100,2020-04-01,1
1191111000001100,2020-05-01,1
1191111000001100,2023-09-01,1
1191111000001100,2023-01-01,1
1191111000001100,2023-02-01,1
1191111000001100,2023-05-01,1
1191111000001100,2023-06-01,1
1191111000001100,2023-07-01,1
1191111000001100,2023-08-01,1
11133511000001100,2021-04-01,1
11133511000001100,2021-05-01,1
11133511000001100,2021-06-01,1
1220911000001100,2022-12-01,1
1220911000001100,2022-09-01,1
1284911000001100,2020-07-01,1
1284911000001100,2020-08-01,1
1284911000001100,2020-09-01,1
1284911000001100,2020-10-01,1
1284911000001100,2020-11-01,1
1284911000001100,2020-12-01,1
1284911000001100,2021-01-01,1
1284911000001100,2021-02-01,1
1284911000001100,2021-03-01,1
3792611000001100,2023-06-01,1
1074711000001100,2022-12-01,1
1074711000001100,2023-01-01,1
1074711000001100,2023-02-01,1
1074711000001100,2023-03-01,1
1128011000001100,2023-05-01,1
1128011000001100,2023-04-01,1
979611000001100,2019-02-01,1
979611000001100,2016-03-01,1
979611000001100,2016-04-01,1
979611000001100,2016-05-01,1
979611000001100,2016-06-01,1
979611000001100,2016-07-01,1
979611000001100,2016-08-01,1
979611000001100,2016-09-01,1
979611000001100,2016-10-01,1
979611000001100,2016-11-01,1
979611000001100,2016-12-01,1
979611000001100,2019-04-01,1
979611000001100,2019-05-01,1
979611000001100,2019-03-01,1
979611000001100,2019-06-01,1
979611000001100,2019-07-01,1
979611000001100,2019-01-01,1
979611000001100,2019-11-01,1
979611000001100,2023-08-01,1
979611000001100,2023-09-01,1
979611000001100,2023-07-01,1
2950711000001100,2020-07-01,1
2950711000001100,2021-12-01,1
2950711000001100,2022-01-01,1
2950711000001100,2022-02-01,1
2950711000001100,2022-03-01,1
975211000001100,2018-01-01,1
975211000001100,2017-12-01,1
975211000001100,2018-02-01,1
975211000001100,2018-03-01,1
975211000001100,2017-11-01,1
975211000001100,2017-08-01,1
975211000001100,2017-09-01,1
975211000001100,2017-10-01,1
1278111000001100,2019-04-01,1
1278111000001100,2019-05-01,1
1278111000001100,2019-06-01,1
1278111000001100,2019-07-01,1
1278111000001100,2019-08-01,1
1278111000001100,2019-09-01,1
1278111000001100,2023-07-01,1
1278111000001100,2023-06-01,1
1278111000001100,2023-08-01,1
1056211000001100,2016-04-01,1
1056211000001100,2016-05-01,1
1056211000001100,2016-06-01,1
1056211000001100,2016-07-01,1
