vmpp,month,concession_bool
1082911000001103,2023-06-01,1
1082911000001103,2023-05-01,1
1082911000001103,2023-07-01,1
1173511000001103,2017-02-01,1
1173511000001103,2017-03-01,1
1057211000001103,2021-04-01,1
1057211000001103,2021-05-01,1
1057211000001103,2020-11-01,1
1057211000001103,2020-12-01,1
1057211000001103,2021-01-01,1
1057211000001103,2021-06-01,1
1057211000001103,2021-02-01,1
1057211000001103,2021-03-01,1
1057211000001103,2022-02-01,1
1057211000001103,2022-03-01,1
1057211000001103,2022-04-01,1
1057211000001103,2022-05-01,1
1057211000001103,2022-07-01,1
1057211000001103,2022-08-01,1
1061411000001103,2019-11-01,1
1061411000001103,2019-12-01,1
1061411000001103,2020-02-01,1
1061411000001103,2020-03-01,1
2951511000001103,2014-08-01,1
2951511000001103,2014-09-01,1
2951511000001103,2014-10-01,1
2951511000001103,2014-11-01,1
2951511000001103,2014-12-01,1
2951511000001103,2022-01-01,1
2951511000001103,2022-02-01,1
2951511000001103,2022-03-01,1
2951511000001103,2023-07-01,1
1053911000001103,2019-04-01,1
1053911000001103,2019-02-01,1
1053911000001103,2019-05-01,1
1053911000001103,2019-03-01,1
1053911000001103,2019-06-01,1
1053911000001103,2019-01-01,1
1225611000001103,2016-11-01,1
1225611000001103,2016-12-01,1
1225611000001103,2017-01-01,1
1225611000001103,2017-02-01,1
1225611000001103,2017-03-01,1
1225611000001103,2017-04-01,1
1225611000001103,2019-04-01,1
1225611000001103,2019-08-01,1
1225611000001103,2019-09-01,1
1225611000001103,2019-10-01,1
1225611000001103,2019-11-01,1
1225611000001103,2019-12-01,1
1225611000001103,2020-01-01,1
1225611000001103,2020-02-01,1
1225611000001103,2020-03-01,1
1094411000001103,2020-06-01,1
1094411000001103,2019-05-01,1
1094411000001103,2019-06-01,1
1094411000001103,2019-07-01,1
1094411000001103,2019-08-01,1
1094411000001103,2019-09-01,1
1094411000001103,2020-04-01,1
1094411000001103,2020-05-01,1
1094411000001103,2020-07-01,1
1094411000001103,2023-09-01,1
1094411000001103,2023-06-01,1
1094411000001103,2023-08-01,1
1269311000001103,2017-11-01,1
1269311000001103,2018-01-01,1
1269311000001103,2017-12-01,1
1269311000001103,2018-02-01,1
1269311000001103,2017-09-01,1
1269311000001103,2017-10-01,1
1132711000001103,2014-08-01,1
1132711000001103,2014-09-01,1
1132711000001103,2014-10-01,1
1132711000001103,2014-11-01,1
1132711000001103,2014-12-01,1
1132711000001103,2022-05-01,1
1132711000001103,2022-04-01,1
3757711000001103,2019-12-01,1
3757711000001103,2020-01-01,1
3757711000001103,2020-02-01,1
3757711000001103,2020-03-01,1
3757711000001103,2022-01-01,1
3757711000001103,2022-02-01,1
3757711000001103,2022-05-01,1
3757711000001103,2022-06-01,1
3757711000001103,2022-07-01,1
3757711000001103,2022-08-01,1
3757711000001103,2022-09-01,1
17030211000001103,2022-05-01,1
17030211000001103,2022-06-01,1
17030211000001103,2022-12-01,1
17030211000001103,2022-08-01,1
17030211000001103,2022-09-01,1
17030211000001103,2022-10-01,1
17030211000001103,2022-11-01,1
17030211000001103,2023-05-01,1
17030211000001103,2023-02-01,1
17030211000001103,2023-07-01,1
17030211000001103,2023-01-01,1
17030211000001103,2023-04-01,1
17030211000001103,2023-03-01,1
17030211000001103,2023-08-01,1
1305411000001103,2019-04-01,1
1305411000001103,2018-12-01,1
1305411000001103,2018-11-01,1
1305411000001103,2019-02-01,1
1305411000001103,2019-05-01,1
1305411000001103,2019-03-01,1
1305411000001103,2019-06-01,1
1305411000001103,2019-01-01,1
1305411000001103,2022-01-01,1
1305411000001103,2022-02-01,1
1305411000001103,2022-03-01,1
1205111000001103,2023-01-01,1
1205111000001103,2023-04-01,1
1205111000001103,2022-09-01,1
1205111000001103,2022-10-01,1
1205111000001103,2022-11-01,1
1205111000001103,2022-12-01,1
1205111000001103,2023-02-01,1
1205111000001103,2023-05-01,1
1205111000001103,2023-03-01,1
1205111000001103,2023-06-01,1
1080311000001103,2018-06-01,1
1080311000001103,2018-02-01,1
1080311000001103,2018-03-01,1
1080311000001103,2018-04-01,1
1080311000001103,2018-05-01,1
1080311000001103,2020-06-01,1
1080311000001103,2019-04-01,1
1080311000001103,2019-05-01,1
1080311000001103,2019-02-01,1
1080311000001103,2019-03-01,1
1080311000001103,2019-06-01,1
1080311000001103,2019-07-01,1
1080311000001103,2019-08-01,1
1080311000001103,2019-09-01,1
1080311000001103,2019-10-01,1
1080311000001103,2019-11-01,1
1080311000001103,2019-12-01,1
1080311000001103,2020-01-01,1
1080311000001103,2019-01-01,1
1080311000001103,2020-02-01,1
1080311000001103,2020-03-01,1
1080311000001103,2020-04-01,1
1080311000001103,2020-05-01,1
1290411000001103,2019-10-01,1
1290411000001103,2019-11-01,1
1290411000001103,2019-12-01,1
1290411000001103,2020-01-01,1
1290411000001103,2020-02-01,1
1290411000001103,2020-03-01,1
1290411000001103,2020-09-01,1
1290411000001103,2020-10-01,1
1290411000001103,2020-11-01,1
1290411000001103,2020-12-01,1
1290411000001103,2021-01-01,1
1290411000001103,2021-02-01,1
1290411000001103,2021-03-01,1
3344811000001103,2020-06-01,1
3344811000001103,2019-08-01,1
3344811000001103,2019-09-01,1
3344811000001103,2019-10-01,1
3344811000001103,2019-11-01,1
3344811000001103,2019-12-01,1
3344811000001103,2020-01-01,1
3344811000001103,2020-02-01,1
3344811000001103,2020-03-01,1
3344811000001103,2020-04-01,1
3344811000001103,2020-05-01,1
3344811000001103,2020-09-01,1
3344811000001103,2020-10-01,1
3344811000001103,2020-11-01,1
1044011000001103,2022-01-01,1
7649811000001104,2023-08-01,1
1205011000001104,2019-04-01,1
1205011000001104,2019-03-01,1
1205011000001104,2019-05-01,1
1205011000001104,2019-06-01,1
1085511000001104,2019-04-01,1
1085511000001104,2019-03-01,1
1085511000001104,2019-06-01,1
1085511000001104,2019-07-01,1
1085511000001104,2019-08-01,1
1085511000001104,2019-09-01,1
941511000001104,2022-06-01,1
941511000001104,2022-04-01,1
941511000001104,2022-05-01,1
941511000001104,2022-07-01,1
941511000001104,2022-08-01,1
941511000001104,2022-09-01,1
1062011000001104,2021-11-01,1
1062011000001104,2021-12-01,1
1062011000001104,2022-01-01,1
1062011000001104,2022-02-01,1
1062011000001104,2022-03-01,1
1062011000001104,2022-04-01,1
1062011000001104,2022-05-01,1
1062011000001104,2022-06-01,1
5433211000001104,2017-11-01,1
5433211000001104,2018-01-01,1
5433211000001104,2017-12-01,1
5433211000001104,2017-06-01,1
5433211000001104,2017-07-01,1
5433211000001104,2017-08-01,1
5433211000001104,2017-09-01,1
5433211000001104,2017-10-01,1
1201711000001104,2018-01-01,1
1201711000001104,2017-12-01,1
1201711000001104,2017-11-01,1
1201711000001104,2017-09-01,1
1201711000001104,2017-10-01,1
1201711000001104,2022-12-01,1
1201711000001104,2022-07-01,1
1201711000001104,2022-08-01,1
1201711000001104,2022-09-01,1
1201711000001104,2022-10-01,1
1201711000001104,2022-11-01,1
15240111000001104,2022-06-01,1
15240111000001104,2021-12-01,1
15240111000001104,2022-01-01,1
15240111000001104,2022-02-01,1
15240111000001104,2022-03-01,1
15240111000001104,2022-04-01,1
15240111000001104,2022-05-01,1
15240111000001104,2022-07-01,1
15240111000001104,2022-08-01,1
15240111000001104,2022-09-01,1
1277311000001104,2017-11-01,1
1277311000001104,2018-01-01,1
1277311000001104,2017-12-01,1
1277311000001104,2018-02-01,1
1277311000001104,2018-03-01,1
1277311000001104,2017-09-01,1
1277311000001104,2017-10-01,1
1277311000001104,2022-06-01,1
1277311000001104,2022-12-01,1
1277311000001104,2023-01-01,1
1277311000001104,2023-02-01,1
1277311000001104,2022-07-01,1
1277311000001104,2022-08-01,1
1277311000001104,2022-09-01,1
1277311000001104,2022-10-01,1
1277311000001104,2022-11-01,1
1277311000001104,2023-03-01,1
1277311000001104,2023-04-01,1
1277311000001104,2023-05-01,1
1277311000001104,2023-06-01,1
1053311000001104,2023-01-01,1
1053311000001104,2023-03-01,1
9038111000001104,2018-01-01,1
9038111000001104,2017-12-01,1
9038111000001104,2018-02-01,1
9038111000001104,2018-03-01,1
9038111000001104,2017-09-01,1
9038111000001104,2017-10-01,1
9038111000001104,2017-11-01,1
9038111000001104,2020-10-01,1
9038111000001104,2020-11-01,1
9038111000001104,2020-12-01,1
9038111000001104,2021-01-01,1
9038111000001104,2021-02-01,1
9038111000001104,2021-03-01,1
9038111000001104,2022-12-01,1
9038111000001104,2022-11-01,1
9038111000001104,2023-01-01,1
9038111000001104,2022-07-01,1
9038111000001104,2022-08-01,1
9038111000001104,2022-09-01,1
9038111000001104,2022-10-01,1
9038111000001104,2023-02-01,1
9038111000001104,2023-03-01,1
1191711000001104,2014-08-01,1
1191711000001104,2014-09-01,1
1191711000001104,2014-10-01,1
1191711000001104,2014-11-01,1
1191711000001104,2014-12-01,1
1087111000001104,2022-11-01,1
1087111000001104,2023-01-01,1
1087111000001104,2022-08-01,1
1087111000001104,2022-10-01,1
1087111000001104,2022-12-01,1
1087111000001104,2023-03-01,1
1087111000001104,2023-02-01,1
986811000001104,2015-02-01,1
986811000001104,2015-03-01,1
986811000001104,2015-04-01,1
986811000001104,2015-05-01,1
986811000001104,2015-06-01,1
986811000001104,2020-12-01,1
986811000001104,2021-01-01,1
986811000001104,2021-02-01,1
986811000001104,2021-03-01,1
986811000001104,2021-10-01,1
986811000001104,2021-11-01,1
1202211000001104,2017-12-01,1
1202211000001104,2018-01-01,1
1202211000001104,2018-02-01,1
1202211000001104,2018-03-01,1
1202211000001104,2017-11-01,1
1202211000001104,2017-02-01,1
1202211000001104,2017-03-01,1
1202211000001104,2017-04-01,1
1202211000001104,2017-05-01,1
1202211000001104,2017-06-01,1
1202211000001104,2017-07-01,1
1202211000001104,2017-08-01,1
1202211000001104,2017-09-01,1
1202211000001104,2017-10-01,1
1271511000001104,2023-09-01,1
1271511000001104,2023-07-01,1
1271511000001104,2023-05-01,1
1271511000001104,2023-06-01,1
1271511000001104,2023-08-01,1
1241611000001104,2022-01-01,1
1241611000001104,2022-02-01,1
1241611000001104,2022-04-01,1
1241611000001104,2022-05-01,1
1241611000001104,2022-06-01,1
4623911000001104,2021-05-01,1
4623911000001104,2020-04-01,1
4623911000001104,2020-05-01,1
4623911000001104,2020-12-01,1
4623911000001104,2021-01-01,1
4623911000001104,2021-06-01,1
4623911000001104,2021-02-01,1
4623911000001104,2021-03-01,1
4623911000001104,2021-04-01,1
2957711000001104,2020-07-01,1
2957711000001104,2020-06-01,1
2957711000001104,2020-03-01,1
2957711000001104,2020-05-01,1
952311000001104,2020-07-01,1
952311000001104,2020-08-01,1
952311000001104,2020-09-01,1
952311000001104,2020-10-01,1
952311000001104,2020-11-01,1
952311000001104,2020-12-01,1
952311000001104,2021-01-01,1
952311000001104,2021-02-01,1
952311000001104,2021-03-01,1
1137911000001104,2020-06-01,1
1137911000001104,2020-01-01,1
1137911000001104,2020-02-01,1
1137911000001104,2020-03-01,1
1137911000001104,2020-07-01,1
1137911000001104,2020-04-01,1
1137911000001104,2020-05-01,1
1137911000001104,2020-08-01,1
1137911000001104,2020-09-01,1
7643511000001104,2023-08-01,1
1128211000001105,2016-08-01,1
1128211000001105,2016-09-01,1
1128211000001105,2016-10-01,1
1128211000001105,2016-11-01,1
1128211000001105,2016-12-01,1
1068411000001105,2022-12-01,1
1068411000001105,2023-05-01,1
1068411000001105,2022-11-01,1
1068411000001105,2023-03-01,1
1068411000001105,2023-02-01,1
1068411000001105,2023-01-01,1
1068411000001105,2023-04-01,1
1068411000001105,2023-06-01,1
1055411000001105,2018-06-01,1
1055411000001105,2017-11-01,1
1055411000001105,2018-01-01,1
1055411000001105,2017-12-01,1
1055411000001105,2018-02-01,1
1055411000001105,2018-03-01,1
1055411000001105,2018-04-01,1
1055411000001105,2018-05-01,1
1055411000001105,2017-09-01,1
1055411000001105,2017-10-01,1
1055411000001105,2021-05-01,1
1055411000001105,2021-01-01,1
1055411000001105,2021-06-01,1
1055411000001105,2021-02-01,1
1055411000001105,2021-03-01,1
1055411000001105,2021-04-01,1
1055411000001105,2022-04-01,1
1055411000001105,2022-05-01,1
1055411000001105,2022-06-01,1
1055411000001105,2022-12-01,1
1055411000001105,2023-01-01,1
1055411000001105,2023-02-01,1
1055411000001105,2022-07-01,1
1055411000001105,2022-08-01,1
1055411000001105,2022-09-01,1
1055411000001105,2022-10-01,1
1055411000001105,2022-11-01,1
1055411000001105,2023-03-01,1
1055411000001105,2023-05-01,1
1055411000001105,2023-04-01,1
1055411000001105,2023-06-01,1
1122611000001105,2018-07-01,1
1122611000001105,2018-08-01,1
1122611000001105,2018-09-01,1
1122611000001105,2018-10-01,1
1122611000001105,2018-11-01,1
1122611000001105,2018-12-01,1
1122611000001105,2019-11-01,1
1122611000001105,2019-12-01,1
10420711000001105,2016-07-01,1
10420711000001105,2016-08-01,1
10420711000001105,2016-09-01,1
10420711000001105,2016-10-01,1
10420711000001105,2016-11-01,1
10420711000001105,2016-12-01,1
10420711000001105,2017-01-01,1
10420711000001105,2017-02-01,1
10420711000001105,2021-12-01,1
10420711000001105,2022-01-01,1
10420711000001105,2022-02-01,1
10420711000001105,2022-03-01,1
10420711000001105,2022-04-01,1
10420711000001105,2022-05-01,1
10420711000001105,2022-06-01,1
10420711000001105,2023-08-01,1
9051011000001105,2016-11-01,1
9051011000001105,2016-12-01,1
9051011000001105,2017-01-01,1
9051011000001105,2017-02-01,1
9051011000001105,2017-03-01,1
9051011000001105,2017-04-01,1
9051011000001105,2017-05-01,1
9051011000001105,2019-04-01,1
9051011000001105,2019-09-01,1
9051011000001105,2019-10-01,1
9051011000001105,2019-11-01,1
9051011000001105,2019-12-01,1
9051011000001105,2020-01-01,1
9051011000001105,2020-02-01,1
9051011000001105,2020-03-01,1
4029111000001105,2021-04-01,1
4029111000001105,2021-05-01,1
1008211000001105,2020-06-01,1
1008211000001105,2020-01-01,1
1008211000001105,2020-03-01,1
1008211000001105,2020-04-01,1
1008211000001105,2020-05-01,1
959111000001105,2022-09-01,1
959111000001105,2022-01-01,1
959111000001105,2022-02-01,1
959111000001105,2022-03-01,1
959111000001105,2022-04-01,1
959111000001105,2022-05-01,1
959111000001105,2022-11-01,1
959111000001105,2022-06-01,1
959111000001105,2022-12-01,1
959111000001105,2022-07-01,1
959111000001105,2022-08-01,1
5608711000001105,2020-05-01,1
5011311000001105,2018-07-01,1
5011311000001105,2018-08-01,1
5011311000001105,2018-09-01,1
5011311000001105,2018-10-01,1
5011311000001105,2018-11-01,1
5011311000001105,2018-12-01,1
5011311000001105,2019-02-01,1
5011311000001105,2019-03-01,1
5011311000001105,2019-01-01,1
5011311000001105,2022-12-01,1
5011311000001105,2023-01-01,1
5011311000001105,2023-02-01,1
9039011000001105,2018-01-01,1
9039011000001105,2017-12-01,1
9039011000001105,2018-02-01,1
9039011000001105,2018-03-01,1
9039011000001105,2017-11-01,1
9039011000001105,2017-09-01,1
9039011000001105,2017-10-01,1
9039011000001105,2020-10-01,1
9039011000001105,2020-11-01,1
9039011000001105,2020-12-01,1
9039011000001105,2021-01-01,1
9039011000001105,2021-02-01,1
9039011000001105,2021-03-01,1
9039011000001105,2022-12-01,1
9039011000001105,2022-07-01,1
9039011000001105,2022-08-01,1
9039011000001105,2022-09-01,1
9039011000001105,2022-10-01,1
9039011000001105,2022-11-01,1
9039011000001105,2023-01-01,1
9039011000001105,2023-02-01,1
9039011000001105,2023-03-01,1
944011000001105,2017-11-01,1
944011000001105,2018-01-01,1
944011000001105,2017-12-01,1
944011000001105,2018-02-01,1
944011000001105,2018-03-01,1
944011000001105,2017-09-01,1
944011000001105,2017-10-01,1
944011000001105,2022-08-01,1
944011000001105,2022-09-01,1
944011000001105,2022-10-01,1
944011000001105,2022-11-01,1
1042111000001105,2023-05-01,1
1042111000001105,2023-07-01,1
1042111000001105,2023-06-01,1
1042111000001105,2023-08-01,1
1042111000001105,2023-09-01,1
1042111000001105,2023-02-01,1
1042111000001105,2023-04-01,1
1042111000001105,2023-03-01,1
1127411000001105,2019-02-01,1
1127411000001105,2018-10-01,1
1127411000001105,2018-11-01,1
1127411000001105,2018-12-01,1
1127411000001105,2019-03-01,1
1127411000001105,2019-01-01,1
1196711000001105,2017-11-01,1
1196711000001105,2018-01-01,1
1196711000001105,2017-12-01,1
1196711000001105,2018-02-01,1
1196711000001105,2018-03-01,1
1196711000001105,2022-06-01,1
1196711000001105,2022-05-01,1
1196711000001105,2022-12-01,1
1196711000001105,2022-07-01,1
1196711000001105,2022-08-01,1
1196711000001105,2022-09-01,1
1196711000001105,2022-10-01,1
1196711000001105,2022-11-01,1
1100711000001105,2017-12-01,1
1100711000001105,2018-01-01,1
1100711000001105,2018-02-01,1
1100711000001105,2017-11-01,1
1100711000001105,2017-10-01,1
1100711000001105,2020-08-01,1
1100711000001105,2020-09-01,1
1100711000001105,2020-10-01,1
1100711000001105,2020-11-01,1
1100711000001105,2020-12-01,1
1100711000001105,2021-01-01,1
1100711000001105,2021-02-01,1
1100711000001105,2021-03-01,1
1100711000001105,2021-10-01,1
1100711000001105,2021-11-01,1
1100711000001105,2021-12-01,1
1100711000001105,2022-01-01,1
1100711000001105,2022-02-01,1
1100711000001105,2022-03-01,1
2918311000001105,2018-02-01,1
2918311000001105,2017-11-01,1
2918311000001105,2018-01-01,1
2918311000001105,2017-12-01,1
2918311000001105,2018-03-01,1
2918311000001105,2017-09-01,1
2918311000001105,2017-10-01,1
1080411000001105,2019-04-01,1
1080411000001105,2019-02-01,1
1080411000001105,2018-12-01,1
1080411000001105,2018-11-01,1
1080411000001105,2019-05-01,1
1080411000001105,2019-03-01,1
1080411000001105,2019-06-01,1
1080411000001105,2019-01-01,1
37837711000001105,2022-03-01,1
37837711000001105,2022-11-01,1
37837711000001105,2022-12-01,1
37837711000001105,2022-09-01,1
37837711000001105,2022-10-01,1
1233911000001105,2017-11-01,1
1233911000001105,2018-01-01,1
1233911000001105,2017-12-01,1
1233911000001105,2018-02-01,1
1233911000001105,2018-03-01,1
1233911000001105,2017-09-01,1
1233911000001105,2017-10-01,1
1233911000001105,2021-10-01,1
1233911000001105,2022-06-01,1
1233911000001105,2022-12-01,1
1233911000001105,2023-01-01,1
1233911000001105,2023-02-01,1
1233911000001105,2022-07-01,1
1233911000001105,2022-08-01,1
1233911000001105,2022-09-01,1
1233911000001105,2022-10-01,1
1233911000001105,2022-11-01,1
1233911000001105,2023-03-01,1
1233911000001105,2023-05-01,1
1233911000001105,2023-04-01,1
1233911000001105,2023-06-01,1
7540011000001105,2019-04-01,1
7540011000001105,2018-12-01,1
7540011000001105,2018-11-01,1
7540011000001105,2019-02-01,1
7540011000001105,2019-05-01,1
7540011000001105,2019-03-01,1
7540011000001105,2019-06-01,1
7540011000001105,2019-01-01,1
7540011000001105,2022-03-01,1
7540011000001105,2022-05-01,1
7540011000001105,2022-04-01,1
7540011000001105,2022-06-01,1
7540011000001105,2022-07-01,1
7540011000001105,2022-08-01,1
7540011000001105,2022-09-01,1
1167711000001105,2015-07-01,1
1167711000001105,2015-08-01,1
1167711000001105,2015-09-01,1
1167711000001105,2015-10-01,1
1167711000001105,2015-11-01,1
1167711000001105,2015-12-01,1
1167711000001105,2016-01-01,1
1167711000001105,2016-02-01,1
1167711000001105,2016-03-01,1
3406611000001106,2021-04-01,1
3406611000001106,2021-05-01,1
3406611000001106,2021-08-01,1
3406611000001106,2021-06-01,1
3406611000001106,2021-07-01,1
3406611000001106,2021-02-01,1
3406611000001106,2021-03-01,1
3406611000001106,2021-09-01,1
1213511000001106,2018-06-01,1
1213511000001106,2018-05-01,1
1235911000001106,2015-05-01,1
1235911000001106,2015-06-01,1
1235911000001106,2015-07-01,1
1235911000001106,2015-08-01,1
1235911000001106,2015-09-01,1
1235911000001106,2015-10-01,1
1235911000001106,2015-11-01,1
1235911000001106,2015-12-01,1
1033211000001106,2022-02-01,1
1033211000001106,2022-03-01,1
1033211000001106,2022-04-01,1
1033211000001106,2022-05-01,1
1033211000001106,2022-06-01,1
1033211000001106,2022-08-01,1
15138811000001106,2019-04-01,1
15138811000001106,2016-06-01,1
15138811000001106,2019-05-01,1
15138811000001106,2019-06-01,1
15138811000001106,2019-07-01,1
15138811000001106,2021-12-01,1
15138811000001106,2022-01-01,1
15138811000001106,2022-02-01,1
15138811000001106,2022-03-01,1
15138811000001106,2022-04-01,1
15138811000001106,2022-05-01,1
15138811000001106,2022-06-01,1
987311000001106,2020-07-01,1
987311000001106,2019-12-01,1
987311000001106,2020-01-01,1
987311000001106,2020-02-01,1
987311000001106,2020-03-01,1
987311000001106,2020-04-01,1
987311000001106,2020-05-01,1
987311000001106,2020-06-01,1
987311000001106,2020-08-01,1
987311000001106,2020-09-01,1
1316811000001106,2019-12-01,1
1241011000001106,2017-12-01,1
1241011000001106,2018-01-01,1
1241011000001106,2018-02-01,1
1241011000001106,2018-03-01,1
1241011000001106,2017-11-01,1
1241011000001106,2015-02-01,1
1241011000001106,2015-03-01,1
1241011000001106,2015-04-01,1
1241011000001106,2015-05-01,1
1241011000001106,2015-06-01,1
1241011000001106,2015-07-01,1
1241011000001106,2015-08-01,1
1241011000001106,2015-09-01,1
1241011000001106,2015-10-01,1
1241011000001106,2015-11-01,1
1241011000001106,2015-12-01,1
1241011000001106,2016-01-01,1
1241011000001106,2016-02-01,1
1241011000001106,2016-03-01,1
1241011000001106,2016-04-01,1
1241011000001106,2016-05-01,1
1241011000001106,2016-06-01,1
1241011000001106,2016-07-01,1
1241011000001106,2017-05-01,1
1241011000001106,2017-06-01,1
1241011000001106,2017-07-01,1
1241011000001106,2017-08-01,1
1241011000001106,2017-09-01,1
1241011000001106,2017-10-01,1
1241011000001106,2019-02-01,1
1241011000001106,2019-03-01,1
1241011000001106,2022-06-01,1
1182311000001106,2017-06-01,1
1182311000001106,2017-07-01,1
1182311000001106,2017-08-01,1
1182311000001106,2017-09-01,1
1182311000001106,2017-10-01,1
1182311000001106,2019-04-01,1
1182311000001106,2019-03-01,1
1182311000001106,2020-09-01,1
1182311000001106,2020-10-01,1
1182311000001106,2020-11-01,1
1182311000001106,2020-12-01,1
1165211000001106,2022-08-01,1
1286711000001106,2016-04-01,1
1286711000001106,2018-11-01,1
1286711000001106,2018-12-01,1
1286711000001106,2016-05-01,1
1286711000001106,2016-06-01,1
1286711000001106,2016-07-01,1
1286711000001106,2016-08-01,1
1286711000001106,2016-09-01,1
1286711000001106,2016-10-01,1
1286711000001106,2016-11-01,1
1286711000001106,2016-12-01,1
1286711000001106,2017-01-01,1
1286711000001106,2017-02-01,1
1286711000001106,2017-03-01,1
1286711000001106,2017-04-01,1
1286711000001106,2017-05-01,1
1286711000001106,2017-06-01,1
1286711000001106,2019-11-01,1
1286711000001106,2019-12-01,1
1286711000001106,2020-01-01,1
1286711000001106,2020-03-01,1
1286711000001106,2020-04-01,1
1286711000001106,2020-05-01,1
1286711000001106,2022-12-01,1
1286711000001106,2023-03-01,1
1286711000001106,2022-11-01,1
1286711000001106,2023-04-01,1
1286711000001106,2023-01-01,1
1286711000001106,2023-02-01,1
1286711000001106,2023-06-01,1
1286711000001106,2023-05-01,1
1305911000001106,2015-11-01,1
1305911000001106,2015-12-01,1
1305911000001106,2016-01-01,1
1305911000001106,2016-02-01,1
1305911000001106,2016-03-01,1
1305911000001106,2016-04-01,1
1305911000001106,2016-05-01,1
1305911000001106,2016-06-01,1
1305911000001106,2016-07-01,1
5199211000001106,2018-06-01,1
5199211000001106,2018-05-01,1
5199211000001106,2018-07-01,1
5199211000001106,2018-03-01,1
5199211000001106,2018-04-01,1
5199211000001106,2015-12-01,1
5199211000001106,2016-01-01,1
5199211000001106,2016-02-01,1
5199211000001106,2016-03-01,1
5199211000001106,2020-02-01,1
5199211000001106,2021-09-01,1
5199211000001106,2021-10-01,1
5199211000001106,2021-11-01,1
5199211000001106,2021-12-01,1
5199211000001106,2022-01-01,1
5199211000001106,2022-02-01,1
5199211000001106,2022-03-01,1
1313311000001106,2022-12-01,1
1313311000001106,2023-06-01,1
1313311000001106,2023-02-01,1
1313311000001106,2023-05-01,1
1313311000001106,2023-01-01,1
1313311000001106,2023-09-01,1
1313311000001106,2023-03-01,1
1313311000001106,2023-08-01,1
1313311000001106,2023-04-01,1
1313311000001106,2023-07-01,1
4624211000001106,2021-04-01,1
4624211000001106,2021-05-01,1
4624211000001106,2021-01-01,1
4624211000001106,2021-06-01,1
4624211000001106,2021-02-01,1
4624211000001106,2021-07-01,1
4624211000001106,2021-03-01,1
995411000001106,2018-06-01,1
995411000001106,2018-12-01,1
995411000001106,2018-05-01,1
995411000001106,2018-11-01,1
995411000001106,2019-04-01,1
995411000001106,2019-02-01,1
995411000001106,2019-05-01,1
995411000001106,2019-03-01,1
995411000001106,2019-06-01,1
995411000001106,2019-01-01,1
995411000001106,2022-12-01,1
995411000001106,2022-11-01,1
995411000001106,2022-07-01,1
995411000001106,2023-03-01,1
995411000001106,2022-08-01,1
995411000001106,2022-09-01,1
995411000001106,2022-10-01,1
995411000001106,2023-02-01,1
995411000001106,2023-01-01,1
995411000001106,2023-07-01,1
1126611000001106,2018-12-01,1
1126611000001106,2019-02-01,1
1126611000001106,2018-11-01,1
1126611000001106,2019-03-01,1
1126611000001106,2019-01-01,1
10198611000001106,2018-12-01,1
10198611000001106,2019-02-01,1
10198611000001106,2018-10-01,1
10198611000001106,2018-11-01,1
10198611000001106,2015-10-01,1
10198611000001106,2015-11-01,1
10198611000001106,2015-12-01,1
10198611000001106,2016-01-01,1
10198611000001106,2016-02-01,1
10198611000001106,2016-03-01,1
10198611000001106,2019-03-01,1
10198611000001106,2019-01-01,1
10198611000001106,2021-08-01,1
10198611000001106,2022-06-01,1
10198611000001106,2021-06-01,1
10198611000001106,2021-07-01,1
10198611000001106,2021-09-01,1
10198611000001106,2021-10-01,1
10198611000001106,2021-11-01,1
10198611000001106,2021-12-01,1
10198611000001106,2022-04-01,1
10198611000001106,2022-05-01,1
10198611000001106,2022-12-01,1
10198611000001106,2022-07-01,1
10198611000001106,2022-08-01,1
10198611000001106,2022-09-01,1
10198611000001106,2022-10-01,1
10198611000001106,2022-11-01,1
1069011000001106,2021-04-01,1
1069011000001106,2019-05-01,1
1069011000001106,2019-04-01,1
1069011000001106,2019-06-01,1
1069011000001106,2019-07-01,1
1069011000001106,2019-08-01,1
1069011000001106,2019-09-01,1
1069011000001106,2021-05-01,1
1069011000001106,2021-07-01,1
1069011000001106,2021-08-01,1
1069011000001106,2021-09-01,1
1069011000001106,2021-06-01,1
1069011000001106,2021-10-01,1
1069011000001106,2021-11-01,1
1069011000001106,2021-12-01,1
1069011000001106,2022-01-01,1
1069011000001106,2022-02-01,1
1069011000001106,2022-03-01,1
5461511000001106,2018-07-01,1
5461511000001106,2018-08-01,1
5461511000001106,2018-09-01,1
5461511000001106,2018-10-01,1
5461511000001106,2018-11-01,1
5461511000001106,2018-12-01,1
5461511000001106,2014-08-01,1
5461511000001106,2014-09-01,1
5461511000001106,2016-08-01,1
5461511000001106,2016-09-01,1
5461511000001106,2016-10-01,1
5461511000001106,2016-11-01,1
5461511000001106,2016-12-01,1
5461511000001106,2017-01-01,1
5461511000001106,2017-02-01,1
5461511000001106,2017-03-01,1
5461511000001106,2017-04-01,1
5461511000001106,2017-05-01,1
5461511000001106,2017-06-01,1
5461511000001106,2017-07-01,1
5461511000001106,2017-08-01,1
5461511000001106,2019-02-01,1
5461511000001106,2019-03-01,1
5461511000001106,2019-01-01,1
5461511000001106,2022-01-01,1
5461511000001106,2022-02-01,1
5461511000001106,2022-03-01,1
5461511000001106,2022-04-01,1
5461511000001106,2022-12-01,1
5461511000001106,2023-03-01,1
5461511000001106,2022-09-01,1
5461511000001106,2022-10-01,1
5461511000001106,2022-11-01,1
